発売日,出版社,シリーズ名・書名,著者,予価,
10,マッグガーデン,BLADEコミックス　pixivシリーズ,姉になりたい義姉VS百合になりたい義妹（１）,森,693,
14,マッグガーデン,マッグガーデンコミック　avarusシリーズ,龍神様と巫女花嫁の契り（３）,さばとばん／涙鳴ほか,715,
14,マッグガーデン,マッグガーデンコミック　Beat’sシリーズ,剣聖の称号を持つ料理人（６）,海田ゆた／天那光汰ほか,693,
14,マッグガーデン,マッグガーデンコミック　Beat’sシリーズ,器用貧乏、城を建てる～開拓学園の劣等生なのに、上級職のスキルと魔法がすべて使えます～＠COMIC（２）,スガン／佐藤謙羊,693,
14,マッグガーデン,マッグガーデンコミック　Beat’sシリーズ,侯爵嫡男好色物語　～異世界ハーレム英雄戦記～（４）,ＧＥＮ／ＡＬ,715,
5,リイド社,SPコミックス,ゴルゴ13（208）　最終兵器小惑星爆弾,さいとう・たかを,770,
10,リイド社,SPコミックス　mimosa,イルミネイト,圷見南子,792,
13,リイド社,SPコミックス,仕掛人　めし噺～藤枝梅安歳食記～,武村勇治／池波正太郎,726,
13,リイド社,SPコミックス,勘定吟味役異聞（13）,かどたひろし／上田秀人,737,
14,リイド社,トーチコミックス,まめで四角でやわらかで（上）,ウルバノヴィチ香苗,990,
17,リイド社,SPコミックス,晩花の熱,大見武士,660,
25,リイド社,SPコミックス,鬼切丸伝（17）,楠桂,770,
27,リイド社,SPコミックス,大乱　関ヶ原（１）,宮下英樹,680,
27,リイド社,SPコミックス,ハナシノブ～凛花捕物帳～（１）,高橋功一郎,750,
27,リイド社,トーチコミックス,サラウンド（３）,紺津名子,880,
10,リブレ,b-boyオメガバース　comics,つよがりオメガは僕らの番（３）,あやみね稜緒,790,
10,リブレ,BE×BOY COMICS DELUXE,オトナを困らせるんじゃありません！（３）,にやま,790,
10,リブレ,BE×BOY COMICS DELUXE,神様なんか信じない僕らのエデン（２）,一ノ瀬ゆま,790,
20,リブレ,クロフネCOMICS クロフネ×LINEマンガシリーズ,武士ちゃんとメンヘラくん（２）,豆村ケイタロウ,765,
20,リブレ,クロフネCOMICS くろふねピクシブシリーズ,ダセェと言われた令嬢の華麗なる変身（１）,甘海老りこ／美輪伊織,765,
20,リブレ,ショコラブCOMICS,進藤くんは取り扱い注意。（１）　～後輩が性的すぎて困ってます！？～,夏生ツナオ,770,
20,リブレ,バニラブCOMICS,カワイイ俺のお嫁さん（３）,八科こむぎ,748,
20,リブレ,ビボピーコミックス,巫の嫁入り,川野暁子,790,
7,道玄坂書房発行／れんが書房新社発売,MIKE＋コミックス,優しすぎるのでやりなおし！,汐見モリ,740,
